text,video,Frame_hate,random_frame,random_ocr_text,combined_text
 You have three seconds to attract attention. Go!,hate_video_155,1,hate_video_155_frame3210.jpg,ON GOI, You have three seconds to attract attention. Go! [SEP] ON GOI
 NIGGOR! NIGGOR! NIGGOR!,hate_video_155,1,hate_video_155_frame3270.jpg,N N, NIGGOR! NIGGOR! NIGGOR! [SEP] N N
" Despite making up 13% of the population, black people commit half of all crimes.",hate_video_155,1,hate_video_155_frame3390.jpg,S," Despite making up 13% of the population, black people commit half of all crimes. [SEP] S"
 Let that ass flip flop like a sloppy Joe sandwich,hate_video_156,1,hate_video_156_frame60.jpg,Niggers In The, Let that ass flip flop like a sloppy Joe sandwich [SEP] Niggers In The
" Let that ass flip flop like a sloppy Joe sandwich Okay. She got a man in a sundown, oh, when that's okay, cause I wait for my cue and just let's play my position.",hate_video_156,1,hate_video_156_frame540.jpg,8786," Let that ass flip flop like a sloppy Joe sandwich Okay. She got a man in a sundown, oh, when that's okay, cause I wait for my cue and just let's play my position. [SEP] 8786"
" Look, I just flippin' sweet.",hate_video_156,1,hate_video_156_frame1560.jpg,888," Look, I just flippin' sweet. [SEP] 888"
" None of you motherfuckers don't care enough about a brother to even just see what's going on in a nigga's life. Sometimes a nigga need a hug or something, you know what I'm saying?",hate_video_156,1,hate_video_156_frame2400.jpg,MPS," None of you motherfuckers don't care enough about a brother to even just see what's going on in a nigga's life. Sometimes a nigga need a hug or something, you know what I'm saying? [SEP] MPS"
 Motherfucker just took my mother. I just told these kids Katy Perry died look at him,hate_video_156,1,hate_video_156_frame3270.jpg,5, Motherfucker just took my mother. I just told these kids Katy Perry died look at him [SEP] 5
" Run oh my god, you ain't shit, right? It's a real live you wanna are they going on his back now?",hate_video_156,1,hate_video_156_frame3450.jpg,888," Run oh my god, you ain't shit, right? It's a real live you wanna are they going on his back now? [SEP] 888"
 Molly all in a champagne,hate_video_156,1,hate_video_156_frame3720.jpg,"Suspect Rap Lyrics:  Put molly all in her champagne she a in' t even know it I took her home and I enjoyed that, she a in' t even know it ROCKO"" U. O. E. N. O"," Molly all in a champagne [SEP] Suspect Rap Lyrics:  Put molly all in her champagne she a in' t even know it I took her home and I enjoyed that, she a in' t even know it ROCKO"" U. O. E. N. O"
 I took a home and I enjoyed that I When I taste it see say to comment a red heart?,hate_video_156,1,hate_video_156_frame4530.jpg,Suspect Rap Lyrics:  I nut on that fish on my s of a, I took a home and I enjoyed that I When I taste it see say to comment a red heart? [SEP] Suspect Rap Lyrics:  I nut on that fish on my s of a
 Only girls.,hate_video_156,1,hate_video_156_frame5160.jpg,5, Only girls. [SEP] 5
 I'm serious this time.,hate_video_156,1,hate_video_156_frame5220.jpg,3, I'm serious this time. [SEP] 3
 I'm not playing.,hate_video_156,1,hate_video_156_frame5250.jpg,5, I'm not playing. [SEP] 5
" If I see one boy, I'm deleting the app.",hate_video_156,1,hate_video_156_frame5310.jpg,5," If I see one boy, I'm deleting the app. [SEP] 5"
 I'm serious now.,hate_video_156,1,hate_video_156_frame5430.jpg,R, I'm serious now. [SEP] R
 I'm just getting pissed off.,hate_video_156,1,hate_video_156_frame5460.jpg,R, I'm just getting pissed off. [SEP] R
 I want to be a neurosurgeon when I grow up.,hate_video_156,1,hate_video_156_frame5580.jpg,"Kyle, 6 years old Glen Oaks, New York LIVE Coming Together CNN Standing Up To Racism Town Hall for Kids and Fam i"," I want to be a neurosurgeon when I grow up. [SEP] Kyle, 6 years old Glen Oaks, New York LIVE Coming Together CNN Standing Up To Racism Town Hall for Kids and Fam i"
 Can I operate on racist brains to change them?,hate_video_156,1,hate_video_156_frame5700.jpg,"Kyle. 6 years old Glen Oaks, New York LIVE Coming Together CNN A CNN Standing Up To Racism Town Hall for Kids and Families"," Can I operate on racist brains to change them? [SEP] Kyle. 6 years old Glen Oaks, New York LIVE Coming Together CNN A CNN Standing Up To Racism Town Hall for Kids and Families"
" Oh, Dr. Hurd-Garris, I want to tell Kyle yes.",hate_video_156,1,hate_video_156_frame5790.jpg,"LIVE Coming Together,  CNN Standing Up To Racism Town Hall for Kids and Fam i"," Oh, Dr. Hurd-Garris, I want to tell Kyle yes. [SEP] LIVE Coming Together,  CNN Standing Up To Racism Town Hall for Kids and Fam i"
" Boy, what the fuck going on in Miami, bro?",hate_video_156,1,hate_video_156_frame5910.jpg,A," Boy, what the fuck going on in Miami, bro? [SEP] A"
" Boy, she would've got it.",hate_video_156,1,hate_video_156_frame5940.jpg,111," Boy, she would've got it. [SEP] 111"
" No, shit, she just disappeared.",hate_video_156,1,hate_video_156_frame6000.jpg,E," No, shit, she just disappeared. [SEP] E"
 Dumb.,hate_video_156,1,hate_video_156_frame6060.jpg,A, Dumb. [SEP] A
" Hey, y'all, watch this.",hate_video_156,1,hate_video_156_frame6540.jpg,A," Hey, y'all, watch this. [SEP] A"
" I don't know how that is, I want to be free",hate_video_157,1,hate_video_157_frame180.jpg,Sonic Says ★  ★  The South Will Rise Again!," I don't know how that is, I want to be free [SEP] Sonic Says ★  ★  The South Will Rise Again!"
 Hell with a NAACP,hate_video_157,1,hate_video_157_frame330.jpg,Sonic Says ★  ★  The South Will Rise Again!, Hell with a NAACP [SEP] Sonic Says ★  ★  The South Will Rise Again!
" I don't drink, I don't cup",hate_video_157,1,hate_video_157_frame450.jpg,Sonic Says ★  ★  The South Will Rise Again!," I don't drink, I don't cup [SEP] Sonic Says ★  ★  The South Will Rise Again!"
" I won't cry, I don't fuck",hate_video_157,1,hate_video_157_frame570.jpg,Sonic Says ★  ★  The South Will Rise Again!," I won't cry, I don't fuck [SEP] Sonic Says ★  ★  The South Will Rise Again!"
" I don't know how that is, I L-A-S-L-A-C-P",hate_video_157,1,hate_video_157_frame750.jpg,Sonic Says ★  ★  The South Will Rise Again!," I don't know how that is, I L-A-S-L-A-C-P [SEP] Sonic Says ★  ★  The South Will Rise Again!"
" I want to eat from my whole team, cause I'm fine with my whole team",hate_video_157,1,hate_video_157_frame1050.jpg,Sonic Says ★  ★  The South Will Rise Again!," I want to eat from my whole team, cause I'm fine with my whole team [SEP] Sonic Says ★  ★  The South Will Rise Again!"
" I don't know how to be free, L-A-S-L-A-C-P We'll be right back. I'm a bow down here and I want to be free, hell with the ends of ACP.",hate_video_157,1,hate_video_157_frame1290.jpg,Sonic Says ★  ★  The South Will Rise Again!," I don't know how to be free, L-A-S-L-A-C-P We'll be right back. I'm a bow down here and I want to be free, hell with the ends of ACP. [SEP] Sonic Says ★  ★  The South Will Rise Again!"
" More be quiet, more and more, I can't sit down through that phone.",hate_video_157,1,hate_video_157_frame2070.jpg,Sonic Says ★  ★  The South Will Rise Again!," More be quiet, more and more, I can't sit down through that phone. [SEP] Sonic Says ★  ★  The South Will Rise Again!"
" I'm a bow down here and I want to be free, hell with the ends of ACP. The End Thank you. I'm out of here and all these three Till the end of the day",hate_video_157,1,hate_video_157_frame2460.jpg,Sonic Says ★  ★  The South Will Rise Again!," I'm a bow down here and I want to be free, hell with the ends of ACP. The End Thank you. I'm out of here and all these three Till the end of the day [SEP] Sonic Says ★  ★  The South Will Rise Again!"
 We'll see you next time,hate_video_157,1,hate_video_157_frame3810.jpg,Sonic Says ★  ★  The South Will Rise Again!, We'll see you next time [SEP] Sonic Says ★  ★  The South Will Rise Again!
 White power,hate_video_158,0,hate_video_158_frame90.jpg,Next Martinez Perspective, White power [SEP] Next Martinez Perspective
 White power,hate_video_158,0,hate_video_158_frame240.jpg,Next Martinez Perspective, White power [SEP] Next Martinez Perspective
 Fuck you blacks,hate_video_158,0,hate_video_158_frame330.jpg,Next Martinez Perspective, Fuck you blacks [SEP] Next Martinez Perspective
 Get back in your cage boy,hate_video_158,0,hate_video_158_frame480.jpg,Next BO Martin ez Perspective, Get back in your cage boy [SEP] Next BO Martin ez Perspective
 What?,hate_video_158,0,hate_video_158_frame540.jpg,Next Martinez Perspective, What? [SEP] Next Martinez Perspective
 Get back in your cage boy,hate_video_158,0,hate_video_158_frame600.jpg,Next art inez Perspective, Get back in your cage boy [SEP] Next art inez Perspective
 I'm in red and you monkeys are in red,hate_video_158,0,hate_video_158_frame690.jpg,Next art inez Perspective, I'm in red and you monkeys are in red [SEP] Next art inez Perspective
 That's what you monkeys do.,hate_video_158,0,hate_video_158_frame750.jpg,Next art inez Perspective, That's what you monkeys do. [SEP] Next art inez Perspective
" You fuck your cousins, boy.",hate_video_158,0,hate_video_158_frame810.jpg,Report Next Martinez Perspective," You fuck your cousins, boy. [SEP] Report Next Martinez Perspective"
 That's what you do.,hate_video_158,0,hate_video_158_frame840.jpg,N exl Martinez Perspective, That's what you do. [SEP] N exl Martinez Perspective
 It's in your history.,hate_video_158,0,hate_video_158_frame870.jpg,Report Next art inez Perspective, It's in your history. [SEP] Report Next art inez Perspective
" No, it's in your history, boy.",hate_video_158,0,hate_video_158_frame900.jpg,Next art inez Perspective," No, it's in your history, boy. [SEP] Next art inez Perspective"
 You're inbred.,hate_video_158,0,hate_video_158_frame930.jpg,Next art inez Perspective, You're inbred. [SEP] Next art inez Perspective
 You're a fucking inbred.,hate_video_158,0,hate_video_158_frame960.jpg,Next art inez Perspective, You're a fucking inbred. [SEP] Next art inez Perspective
 You niggers date your cousins.,hate_video_158,0,hate_video_158_frame990.jpg,Next art inez Perspective, You niggers date your cousins. [SEP] Next art inez Perspective
" Listen, listen, listen.",hate_video_158,0,hate_video_158_frame1050.jpg,Next art inez Perspective," Listen, listen, listen. [SEP] Next art inez Perspective"
 You're a father.,hate_video_158,0,hate_video_158_frame1080.jpg,Next Martinez Perspective, You're a father. [SEP] Next Martinez Perspective
 You're a forefather.,hate_video_158,0,hate_video_158_frame1110.jpg,Rap or Next Martin ez Perspective, You're a forefather. [SEP] Rap or Next Martin ez Perspective
 You're a forefather.,hate_video_158,0,hate_video_158_frame1140.jpg,Rap or t Next Martinez Perspective, You're a forefather. [SEP] Rap or t Next Martinez Perspective
 It's in history.,hate_video_158,0,hate_video_158_frame1170.jpg,Raport Next Martinez Perspective, It's in history. [SEP] Raport Next Martinez Perspective
 You rape little kids today.,hate_video_158,0,hate_video_158_frame1230.jpg,Raport Next Martinez Perspective, You rape little kids today. [SEP] Raport Next Martinez Perspective
 You niggers rape each other.,hate_video_158,0,hate_video_158_frame1290.jpg,Report Next art inez Perspective, You niggers rape each other. [SEP] Report Next art inez Perspective
 You niggers kill each other.,hate_video_158,0,hate_video_158_frame1320.jpg,Report Next Martinez Perspective, You niggers kill each other. [SEP] Report Next Martinez Perspective
" You guys kill each other by the thousands, nigga.",hate_video_158,0,hate_video_158_frame1410.jpg,Report Next art inez Perspective," You guys kill each other by the thousands, nigga. [SEP] Report Next art inez Perspective"
 You guys shoot up barbecues.,hate_video_158,0,hate_video_158_frame1530.jpg,Next art inez Perspective, You guys shoot up barbecues. [SEP] Next art inez Perspective
 You guys shoot up funerals.,hate_video_158,0,hate_video_158_frame1560.jpg,Next art inez Perspective, You guys shoot up funerals. [SEP] Next art inez Perspective
" You niggas shoot up funerals in Chicago, boy.",hate_video_158,0,hate_video_158_frame1620.jpg,Report Next art inez Perspective," You niggas shoot up funerals in Chicago, boy. [SEP] Report Next art inez Perspective"
 You're a caveman.,hate_video_158,0,hate_video_158_frame1710.jpg,Next Martinez Perspective, You're a caveman. [SEP] Next Martinez Perspective
 You're a caveman.,hate_video_158,0,hate_video_158_frame1740.jpg,Report Next art inez Perspective, You're a caveman. [SEP] Report Next art inez Perspective
 You're a fucking ape.,hate_video_158,0,hate_video_158_frame1800.jpg,Report Next Martinez Perspective, You're a fucking ape. [SEP] Report Next Martinez Perspective
 You're a caveman.,hate_video_158,0,hate_video_158_frame1830.jpg,Report Next Martinez Perspective, You're a caveman. [SEP] Report Next Martinez Perspective
 You're a caveman.,hate_video_158,0,hate_video_158_frame1860.jpg,Report Next Martinez Perspective, You're a caveman. [SEP] Report Next Martinez Perspective
 What?,hate_video_159,0,hate_video_159_frame0.jpg,JK TOK, What? [SEP] JK TOK
 Get that shit out of the video.,hate_video_159,0,hate_video_159_frame30.jpg,IK TO, Get that shit out of the video. [SEP] IK TO
" I have a legal firearm on me, so you nigger is going to follow me just so you know.",hate_video_159,0,hate_video_159_frame90.jpg,TIK TOK," I have a legal firearm on me, so you nigger is going to follow me just so you know. [SEP] TIK TOK"
" Damn, that's how you feelin'?",hate_video_159,0,hate_video_159_frame240.jpg,Tik Tok," Damn, that's how you feelin'? [SEP] Tik Tok"
" What'd you say, nigger?",hate_video_159,0,hate_video_159_frame300.jpg,Tik Tok @ j mula baby s," What'd you say, nigger? [SEP] Tik Tok @ j mula baby s"
 Damn.,hate_video_159,0,hate_video_159_frame360.jpg,Tik Tok, Damn. [SEP] Tik Tok
 What?,hate_video_159,0,hate_video_159_frame390.jpg,Tik Tok, What? [SEP] Tik Tok
 You think you got a follow?,hate_video_159,0,hate_video_159_frame420.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
" Gee, look, he said you got a follow?",hate_video_159,0,hate_video_159_frame450.jpg,Tik Tok," Gee, look, he said you got a follow? [SEP] Tik Tok"
 You think you got a follow?,hate_video_159,0,hate_video_159_frame510.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
 You think you got a follow?,hate_video_159,0,hate_video_159_frame540.jpg,Tik Tok, You think you got a follow? [SEP] Tik Tok
 You think you got a follow?,hate_video_159,0,hate_video_159_frame570.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
 You think you got a follow?,hate_video_159,0,hate_video_159_frame600.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
 You think you got a follow?,hate_video_159,0,hate_video_159_frame630.jpg,Tik Tok, You think you got a follow? [SEP] Tik Tok
 You think you got a follow?,hate_video_159,0,hate_video_159_frame660.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
 You think you got a follow?,hate_video_159,0,hate_video_159_frame690.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
 You think you got a follow?,hate_video_159,0,hate_video_159_frame720.jpg,Tik Tok @ j mula baby s, You think you got a follow? [SEP] Tik Tok @ j mula baby s
 You think you got a follow? You think you got a follow? Damn. You think don't come,hate_video_159,0,hate_video_159_frame810.jpg,Tik Tok, You think you got a follow? You think you got a follow? Damn. You think don't come [SEP] Tik Tok
 You threaten to shoot me sir,hate_video_159,0,hate_video_159_frame1170.jpg,Tik Tok, You threaten to shoot me sir [SEP] Tik Tok
 Do what you want cause a nigger is free,hate_video_161,1,hate_video_161_frame30.jpg,8, Do what you want cause a nigger is free [SEP] 8
 You are a nigger,hate_video_161,1,hate_video_161_frame60.jpg,100, You are a nigger [SEP] 100
" You're hard, fiddled, dd",hate_video_161,1,hate_video_161_frame120.jpg,100," You're hard, fiddled, dd [SEP] 100"
 Being a nigger directly,hate_video_161,1,hate_video_161_frame150.jpg,F, Being a nigger directly [SEP] F
 Do what you want cause a nigger is free,hate_video_161,1,hate_video_161_frame210.jpg,100, Do what you want cause a nigger is free [SEP] 100
 You are a nigger,hate_video_161,1,hate_video_161_frame270.jpg,★  ★, You are a nigger [SEP] ★  ★
 You are a nigger,hate_video_161,1,hate_video_161_frame330.jpg,"Tana: "" You fu* ingn* * * * """," You are a nigger [SEP] Tana: "" You fu* ingn* * * * """
 We got us a nigger,hate_video_161,1,hate_video_161_frame360.jpg,100, We got us a nigger [SEP] 100
 To lead us to a nigger,hate_video_161,1,hate_video_161_frame420.jpg,7., To lead us to a nigger [SEP] 7.
 That's all locked up nigger,hate_video_161,1,hate_video_161_frame450.jpg,888, That's all locked up nigger [SEP] 888
 And buried deep away,hate_video_161,1,hate_video_161_frame480.jpg,"Tana: "" You fu* ingn* * * * """," And buried deep away [SEP] Tana: "" You fu* ingn* * * * """
 We'll dig up the nigger,hate_video_161,1,hate_video_161_frame570.jpg,A. C, We'll dig up the nigger [SEP] A. C
 We know it's full of nigger We bust open the nigger WHAK and burr it deep away We'll dig up the nigger,hate_video_161,1,hate_video_161_frame600.jpg,"Tana: "" You fu* ingn* * * * """," We know it's full of nigger We bust open the nigger WHAK and burr it deep away We'll dig up the nigger [SEP] Tana: "" You fu* ingn* * * * """
 We know it's full of,hate_video_161,1,hate_video_161_frame630.jpg,600, We know it's full of [SEP] 600
 We bust open the,hate_video_161,1,hate_video_161_frame660.jpg,111, We bust open the [SEP] 111
 nigger,hate_video_161,1,hate_video_161_frame690.jpg,"Tana: "" You fu* ingn* * * * """," nigger [SEP] Tana: "" You fu* ingn* * * * """
 and then we'll say,hate_video_161,1,hate_video_161_frame720.jpg,A A, and then we'll say [SEP] A A
 You fucking nigger,hate_video_161,1,hate_video_161_frame750.jpg,"Tana: "" You fu* ingn* * * * """," You fucking nigger [SEP] Tana: "" You fu* ingn* * * * """
 YAR HAR PITTER DEE DEE,hate_video_161,1,hate_video_161_frame840.jpg,S S, YAR HAR PITTER DEE DEE [SEP] S S
 If you look selvasty,hate_video_161,1,hate_video_161_frame900.jpg,111, If you look selvasty [SEP] 111
 You are,hate_video_161,1,hate_video_161_frame960.jpg,111, You are [SEP] 111
 Y-N-K,hate_video_161,1,hate_video_161_frame1020.jpg,000, Y-N-K [SEP] 000
 YAR HAR PITTER DEE DEE be nigger Surrend me to what you want as a nigger NIGGOR! Y-N-K! Yarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarr HAHAHAHA! We're sailing away! At winter waits on every shore!,hate_video_161,1,hate_video_161_frame1080.jpg,700, YAR HAR PITTER DEE DEE be nigger Surrend me to what you want as a nigger NIGGOR! Y-N-K! Yarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarrarr HAHAHAHA! We're sailing away! At winter waits on every shore! [SEP] 700
 We sat sailing at NIGGOR!,hate_video_161,1,hate_video_161_frame1590.jpg,"Tana: "" You fu* ingn* * * * """," We sat sailing at NIGGOR! [SEP] Tana: "" You fu* ingn* * * * """
" Or, and ran and jumped all day!",hate_video_161,1,hate_video_161_frame1650.jpg,A A," Or, and ran and jumped all day! [SEP] A A"
 We float in our NIGGOR!,hate_video_161,1,hate_video_161_frame1680.jpg,82, We float in our NIGGOR! [SEP] 82
 Until it's time to drop the NIGGOR!,hate_video_161,1,hate_video_161_frame1770.jpg,"Tana: "" You fu* ingn* * * * """," Until it's time to drop the NIGGOR! [SEP] Tana: "" You fu* ingn* * * * """
 Then hang up our coats!,hate_video_161,1,hate_video_161_frame1800.jpg,128, Then hang up our coats! [SEP] 128
 Until we sail again!,hate_video_161,1,hate_video_161_frame1860.jpg,A A, Until we sail again! [SEP] A A
 Your heart better be seen!,hate_video_161,1,hate_video_161_frame1890.jpg,0 S, Your heart better be seen! [SEP] 0 S
" If you love to sail the sea,",hate_video_161,1,hate_video_161_frame1980.jpg,D S," If you love to sail the sea, [SEP] D S"
 You are a NIGGOR! Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha You are a nigger! You're har! Wind dead your back lasts wherever you go!,hate_video_161,1,hate_video_161_frame2070.jpg,714, You are a NIGGOR! Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha You are a nigger! You're har! Wind dead your back lasts wherever you go! [SEP] 714
 Blue sky above and blue ocean below!,hate_video_161,1,hate_video_161_frame2550.jpg,700, Blue sky above and blue ocean below! [SEP] 700
 You are a nigger!,hate_video_161,1,hate_video_161_frame2610.jpg,"Tana: "" You fu* ingn* * * * """," You are a nigger! [SEP] Tana: "" You fu* ingn* * * * """
 Ha ha ha ha ha ha ha!,hate_video_161,1,hate_video_161_frame2640.jpg,700, Ha ha ha ha ha ha ha! [SEP] 700
 You are a nigger!,hate_video_161,1,hate_video_161_frame2670.jpg,100, You are a nigger! [SEP] 100
 He he he he!,hate_video_161,1,hate_video_161_frame2730.jpg,8 X, He he he he! [SEP] 8 X
 Who needs a nigger when going to school?,hate_video_164,0,hate_video_164_frame450.jpg,DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE, Who needs a nigger when going to school? [SEP] DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE
 Who wants a teacher that's only a fool?,hate_video_164,0,hate_video_164_frame510.jpg,DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE, Who wants a teacher that's only a fool? [SEP] DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE
 Who wants a nigger to show him the way,hate_video_164,0,hate_video_164_frame600.jpg,DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE-, Who wants a nigger to show him the way [SEP] DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE-
 When he's in the dark all night and all day?,hate_video_164,0,hate_video_164_frame720.jpg,DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE-, When he's in the dark all night and all day? [SEP] DOCUMENTS OF AMERICAN HISTORY The Good COUNTRY STYLE-
